Titre	Auteur	URL	Nom fichier	URL source année fin écriture	Année fin écriture	Nom auteur	Id auteur wikidata	URI œuvre data.bnf	Nb tokens	Nb words	Licence
Les Chouans	Honoré de Balzac	http://biolographes.free.fr/titres.php	1829_Les_Chouans	https://ebalzac.com	1829	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb12288434s#about	112090	120233	Domaine public
Gobseck	Honoré de Balzac	http://biolographes.free.fr/titres.php	1830_Gobseck	https://ebalzac.com	1830	Balzac	Q9711		20696	22207	Domaine public
La Maison du chat-qui-pelote	Honoré de Balzac	http://biolographes.free.fr/titres.php	1830_La_Maison_du_chat-qui-pelote	https://ebalzac.com	1830	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb13614206d#about	20599	22036	Domaine public
La Vendetta	Honoré de Balzac	http://biolographes.free.fr/titres.php	1830_La_Vendetta	https://ebalzac.com	1830	Balzac	Q9711		24682	26459	Domaine public
Le Bal de Sceaux	Honoré de Balzac	http://biolographes.free.fr/titres.php	1830_Le_Bal_de_Sceaux	https://ebalzac.com	1830	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb136142052#about	21152	22753	Domaine public
Une double famille	Honoré de Balzac	http://biolographes.free.fr/titres.php	1830_Une_double_famille	https://ebalzac.com	1830	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb13614207r#about	25760	27701	Domaine public
Indiana	George Sand	https://beq.ebooksgratuits.com/vents-epub/Sand_Indiana.epub	1831_Indiana	https://fr.wikisource.org/wiki/Indiana/Texte_entier	1831	Sand	Q3816	http://data.bnf.fr/ark:/12148/cb14555066r#about	88915	98307	Domaine public
L'Enfant maudit	Honoré de Balzac	http://biolographes.free.fr/titres.php	1831_L_Enfant_maudit	https://ebalzac.com	1831	Balzac	Q9711		36024	38436	Domaine public
La Peau de chagrin	Honoré de Balzac	http://biolographes.free.fr/titres.php	1831_La_Peau_de_chagrin	https://ebalzac.com	1831	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb119393652#about	90144	95577	Domaine public
Maître Cornélius	Honoré de Balzac	http://biolographes.free.fr/titres.php	1831_Maitre_Cornelius	https://ebalzac.com	1831	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb12136673j#about	21735	22995	Domaine public
La Femme de trente ans	Honoré de Balzac	http://biolographes.free.fr/titres.php	1832_La_Femme_de_trente_ans	https://ebalzac.com	1832	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb123558848#about	66072	70485	Domaine public
Le Colonel Chabert	Honoré de Balzac	http://biolographes.free.fr/titres.php	1832_Le_Colonel_Chabert	https://ebalzac.com	1832	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb12006825f#about	23091	24654	Domaine public
Les Célibataires - Le Curé de Tours	Honoré de Balzac	http://biolographes.free.fr/titres.php	1832_Les_Celibataires_-_Le_Cure_de_Tours	https://data.bnf.fr/fr/12524378/honore_de_balzac_le_cure_de_tours/	1832	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb12524378f#about	23826	25592	Domaine public
Louis Lambert	Honoré de Balzac	http://biolographes.free.fr/titres.php	1832_Louis_Lambert	https://ebalzac.com	1832	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb131671317#about	38714	41244	Domaine public
Valentine	George Sand	https://beq.ebooksgratuits.com/vents-epub/Sand_Valentine.epub	1832_Valentine	https://fr.wikisource.org/wiki/Valentine_(Sand)/Texte_entier	1832	Sand	Q3816	http://data.bnf.fr/ark:/12148/cb17058815b#about	91207	100466	Domaine public
Eugénie Grandet	Honoré de Balzac	http://biolographes.free.fr/titres.php	1833_Eugenie_Grandet	https://ebalzac.com	1833	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb119406219#about	63950	68105	Domaine public
Histoire des Treize (1er épisode) - Ferragus	Honoré de Balzac	http://biolographes.free.fr/titres.php	1833_Histoire_des_Treize_(1er_episode)_-_Ferragus	https://fr.wikipedia.org/wiki/Histoire_des_Treize	1833	Balzac	Q9711		42186	44793	Domaine public
Histoire des Treize (2e épisode) - La Duchesse de Langeais	Honoré de Balzac	http://biolographes.free.fr/titres.php	1833_Histoire_des_Treize_(2e_episode)_-_La_Duchesse_de_Langeais	https://fr.wikipedia.org/wiki/Histoire_des_Treize	1833	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb12306241j#about	50576	53890	Domaine public
Le Médecin de campagne	Honoré de Balzac	http://biolographes.free.fr/titres.php	1833_Le_Medecin_de_campagne	https://ebalzac.com	1833	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb12466946m#about	84346	89879	Domaine public
Le Secrétaire intime	George Sand	https://beq.ebooksgratuits.com/vents-epub/Sand_Le_secretaire_intime.epub	1833_Le_Secretaire_intime	https://fr.wikisource.org/wiki/Le_Secr%C3%A9taire_intime/Notice	1833	Sand	Q3816		59887	66297	Domaine public
Lélia	George Sand	https://beq.ebooksgratuits.com/vents-epub/Sand_Lelia.epub	1833_Lelia	https://core.ac.uk/download/pdf/30881121.pdf	1833	Sand	Q3816		101096	111557	Domaine public
Les Marana	Honoré de Balzac	http://biolographes.free.fr/titres.php	1833_Les_Marana	https://ebalzac.com	1833	Balzac	Q9711		21892	23428	Domaine public
André	George Sand	https://beq.ebooksgratuits.com/vents-epub/Sand-Andre.epub	1834_Andre	https://www.amazon.fr/Andr%C3%A9-George-Sand/dp/2903950199	1834	Sand	Q3816		60306	66682	Domaine public
Histoire des Treize (3e épisode) - La Fille aux yeux d'or	Honoré de Balzac	http://biolographes.free.fr/titres.php	1834_Histoire_des_Treize_(3e_episode)_-_La_Fille_aux_yeux_d_or	https://ebalzac.com	1834	Balzac	Q9711		26811	28624	Domaine public
La Recherche de l'Absolu	Honoré de Balzac	http://biolographes.free.fr/titres.php	1834_La_Recherche_de_l_Absolu	https://ebalzac.com	1834	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb13179987r#about	68105	72523	Domaine public
Leone Leoni	George Sand	https://beq.ebooksgratuits.com/vents-epub/Sand_Leone_Leoni.epub	1834_Leone_Leoni	https://fr.wikisource.org/wiki/Leone_Leoni_(RDDM)	1834	Sand	Q3816		46319	51286	Domaine public
Séraphîta	Honoré de Balzac	http://biolographes.free.fr/titres.php	1834_Seraphita	https://ebalzac.com	1834	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb12347361h#about	50286	53150	Domaine public
Le Contrat de mariage	Honoré de Balzac	http://biolographes.free.fr/titres.php	1835_Le_Contrat_de_mariage	https://ebalzac.com	1835	Balzac	Q9711		47775	50783	Domaine public
Le Père Goriot	Honoré de Balzac	http://biolographes.free.fr/titres.php	1835_Le_Pere_Goriot	https://ebalzac.com	1835	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb11988051b#about	91593	97591	Domaine public
Melmoth réconcilié	Honoré de Balzac	http://biolographes.free.fr/titres.php	1835_Melmoth_reconcilie	https://ebalzac.com	1835	Balzac	Q9711		16601	17692	Domaine public
L'Interdiction	Honoré de Balzac	http://biolographes.free.fr/titres.php	1836_L_Interdiction	https://ebalzac.com	1836	Balzac	Q9711		26609	28473	Domaine public
Le Lys dans la vallée	Honoré de Balzac	http://biolographes.free.fr/titres.php	1836_Le_Lys_dans_la_vallee	https://ebalzac.com	1836	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb12349904t#about	100906	107190	Domaine public
Les Rivalités (deuxième histoire) - Le Cabinet des Antiques	Honoré de Balzac	http://biolographes.free.fr/titres.php	1836_Les_Rivalites_(deuxieme_histoire)_-_Le_Cabinet_des_Antiques	https://ebalzac.com	1836	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb14569074j#about	49025	52456	Domaine public
Les Rivalités (première histoire) - La Vieille Fille	Honoré de Balzac	http://biolographes.free.fr/titres.php	1836_Les_Rivalites_(premiere_histoire)_-_La_Vieille_Fille	https://ebalzac.com	1836	Balzac	Q9711		47509	50426	Domaine public
Mauprat	George Sand	https://beq.ebooksgratuits.com/vents-epub/Sand_Mauprat.epub	1836_Mauprat	https://fr.wikisource.org/wiki/Simon/Notice	1836	Sand	Q3816	http://data.bnf.fr/ark:/12148/cb121619059#about	109628	121749	Domaine public
Simon	George Sand	https://beq.ebooksgratuits.com/vents-epub/Sand_Simon.epub	1836_Simon	https://fr.wikisource.org/wiki/Simon/Notice	1836	Sand	Q3816		52485	57969	Domaine public
Gambara	Honoré de Balzac	http://biolographes.free.fr/titres.php	1837_Gambara	https://ebalzac.com	1837	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb123445186#about	21901	23515	Domaine public
Illusions perdues (1re partie) - Les Deux Poètes	Honoré de Balzac	http://biolographes.free.fr/titres.php	1837_Illusions_perdues_(1re_partie)_-_Les_Deux_Poetes	https://ebalzac.com	1837	Balzac	Q9711		47749	50905	Domaine public
La Dernière Aldini	George Sand	https://beq.ebooksgratuits.com/vents-epub/Sand_La_derniere_Aldini.epub	1837_La_Derniere_Aldini	https://fr.wikipedia.org/wiki/La_Derni%C3%A8re_Aldini	1837	Sand	Q3816		59667	66252	Domaine public
Les Employés ou la Femme supérieure	Honoré de Balzac	http://biolographes.free.fr/titres.php	1837_Les_Employes_ou_la_Femme_superieure	https://ebalzac.com	1837	Balzac	Q9711		73482	78272	Domaine public
Les Maîtres mosaïstes	George Sand	https://beq.ebooksgratuits.com/vents-epub/sand-mosaiste.epub	1837_Les_Maitres_mosaistes	https://fr.wikisource.org/wiki/Les_Ma%C3%AEtres_mosa%C3%AFstes/Notice	1837	Sand	Q3816		41328	45213	Domaine public
Massimilla Doni	Honoré de Balzac	http://biolographes.free.fr/titres.php	1837_Massimilla_Doni	https://ebalzac.com	1837	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb123445213#about	29191	31024	Domaine public
Histoire de la grandeur et de la décadence de César Birotteau	Honoré de Balzac	http://biolographes.free.fr/titres.php	1838_Histoire_de_la_grandeur_et_de_la_decadence_de_Cesar_Birotteau	https://ebalzac.com	1838	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb12481966f#about	100935	107091	Domaine public
L’Uscoque	George Sand	http://www.gutenberg.org/ebooks/13592	1838_L_Uscoque	https://fr.wikisource.org/wiki/L%E2%80%99Uscoque_(1854)	1838	Sand	Q3816		64257	70995	Domaine public
La Maison Nucingen	Honoré de Balzac	http://biolographes.free.fr/titres.php	1838_La_Maison_Nucingen	https://ebalzac.com	1838	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb178322125#about	24277	25772	Domaine public
Splendeurs et misères des courtisanes (1re partie) - Esther heureuse	Honoré de Balzac	http://biolographes.free.fr/titres.php	1838_Splendeurs_et_miseres_des_courtisanes_(1re_partie)_-_Esther_heureuse	https://ebalzac.com	1838	Balzac	Q9711		52393	56371	Domaine public
Illusions perdues (2e partie) - Un grand homme de province à Paris	Honoré de Balzac	http://biolographes.free.fr/titres.php	1839_Illusions_perdues_(2e_partie)_-_Un_grand_homme_de_province_a_Paris	https://ebalzac.com	1839	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb120917950#about	109448	116031	Domaine public
Le Curé de village	Honoré de Balzac	http://biolographes.free.fr/titres.php	1839_Le_Cure_de_village	https://ebalzac.com	1839	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb12006826s#about	87579	93485	Domaine public
Les Secrets de la princesse de Cadignan	Honoré de Balzac	http://biolographes.free.fr/titres.php	1839_Les_Secrets_de_la_princesse_de_Cadignan	https://ebalzac.com	1839	Balzac	Q9711		21089	22630	Domaine public
Une fille d'ève	Honoré de Balzac	http://biolographes.free.fr/titres.php	1839_Une_fille_d_eve	https://ebalzac.com	1839	Balzac	Q9711		41524	44214	Domaine public
Le Compagnon du tour de France	George Sand	https://fr.wikisource.org/wiki/Le_Compagnon_du_tour_de_France	1840_Le_Compagnon_du_tour_de_France	https://www.persee.fr/doc/roman_0048-8593_1977_num_7_16_5096	1840	Sand	Q3816	http://data.bnf.fr/ark:/12148/cb135055648#about	150697	165805	Domaine public
Les Célibataires - Pierrette	Honoré de Balzac	http://biolographes.free.fr/titres.php	1840_Les_Celibataires_-_Pierrette	https://ebalzac.com	1840	Balzac	Q9711		50233	53024	Domaine public
Horace	George Sand	https://beq.ebooksgratuits.com/vents-epub/Sand_Horace.epub	1841_Horace	https://books.openedition.org/ugaeditions/4839?lang=fr#bodyftn3	1841	Sand	Q3816		119059	132200	Domaine public
La Fausse Maîtresse	Honoré de Balzac	http://biolographes.free.fr/titres.php	1841_La_Fausse_Maitresse	https://ebalzac.com	1841	Balzac	Q9711		18345	19586	Domaine public
Une ténébreuse affaire	Honoré de Balzac	http://biolographes.free.fr/titres.php	1841_Une_tenebreuse_affaire	https://ebalzac.com	1841	Balzac	Q9711		71303	76312	Domaine public
Ursule Mirouët	Honoré de Balzac	http://biolographes.free.fr/titres.php	1841_Ursule_Mirouet	https://ebalzac.com	1841	Balzac	Q9711		80720	85819	Domaine public
Albert Savarus	Honoré de Balzac	http://biolographes.free.fr/titres.php	1842_Albert_Savarus	https://ebalzac.com	1842	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb126541509#about	39758	42641	Domaine public
Consuelo	George Sand	https://fr.wikisource.org/wiki/Consuelo	1842_Consuelo	https://doi.org/10.1093/frebul/ktt002	1842	Sand	Q3816	http://data.bnf.fr/ark:/12148/cb14541397p#about	324683	358048	Domaine public
Les Célibataires - Un ménage de garçon	Honoré de Balzac	http://biolographes.free.fr/titres.php	1842_Les_Celibataires_-_Un_menage_de_garcon	https://ebalzac.com	1842	Balzac	Q9711		101914	108649	Domaine public
Mémoires de deux jeunes mariées	Honoré de Balzac	http://biolographes.free.fr/titres.php	1842_Memoires_de_deux_jeunes_mariees	https://ebalzac.com	1842	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb14553259j#about	78436	83906	Domaine public
Un début dans la vie	Honoré de Balzac	http://biolographes.free.fr/titres.php	1842_Un_debut_dans_la_vie	https://ebalzac.com	1842	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb13508299t#about	56361	60456	Domaine public
Honorine	Honoré de Balzac	http://biolographes.free.fr/titres.php	1843_Honorine	https://ebalzac.com	1843	Balzac	Q9711		28902	30922	Domaine public
Illusions perdues (3e partie) - Ève et David	Honoré de Balzac	http://biolographes.free.fr/titres.php	1843_Illusions_perdues_(3e_partie)_-_Eve_et_David	https://ebalzac.com	1843	Balzac	Q9711		69334	74259	Domaine public
La Comtesse de Rudolstadt	George Sand	https://fr.wikisource.org/wiki/La_Comtesse_de_Rudolstadt	1843_La_Comtesse_de_Rudolstadt	https://doi.org/10.1093/frebul/ktt002	1843	Sand	Q3816	http://data.bnf.fr/ark:/12148/cb145550762#about	197407	217829	Domaine public
Le loup blanc	Paul Féval	https://beq.ebooksgratuits.com/vents-epub/Feval_Le_loup_blanc.epub	1843_Le_loup_blanc	https://fr.wikipedia.org/wiki/Paul_Féval#Œuvres	1843	Féval	Q472568		73162	79677	Domaine public
Les Parisiens en province - La Muse du département	Honoré de Balzac	http://biolographes.free.fr/titres.php	1843_Les_Parisiens_en_province_-_La_Muse_du_departement	https://ebalzac.com	1843	Balzac	Q9711		59938	63860	Domaine public
Splendeurs et misères des courtisanes (2e partie) - A combien l'amour revient aux vieillards	Honoré de Balzac	http://biolographes.free.fr/titres.php	1843_Splendeurs_et_miseres_des_courtisanes_(2e_partie)_-_A_combien_l_amour_revient_aux_vieillards	https://ebalzac.com	1843	Balzac	Q9711		46533	50064	Domaine public
Contes de Bretagne	Paul Féval	https://beq.ebooksgratuits.com/vents-epub/Feval_Contes_de_Bretagne.epub	1844_Contes_de_Bretagne	https://data.bnf.fr/fr/documents-by-rdt/11902704/te/page5	1844	Féval	Q472568		48106	52463	Domaine public
Jeanne	George Sand	https://beq.ebooksgratuits.com/vents-epub/Sand-Jeanne.epub	1844_Jeanne	https://fr.wikisource.org/wiki/Jeanne/Notice	1844	Sand	Q3816		98311	108414	Domaine public
Le Meunier d’Angibault	George Sand	https://beq.ebooksgratuits.com/vents-epub/Sand_Le_meunier_dAngibault.epub	1844_Le_Meunier_d_Angibault	https://lelivredapres.wordpress.com/2014/10/24/le-meunier-dangibault-de-george-sand/	1844	Sand	Q3816		106437	117702	Domaine public
Les Paysans	Honoré de Balzac	http://biolographes.free.fr/titres.php	1844_Les_Paysans	https://ebalzac.com	1844	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb11972769p#about	109968	117986	Domaine public
Modeste Mignon	Honoré de Balzac	http://biolographes.free.fr/titres.php	1844_Modeste_Mignon	https://ebalzac.com	1844	Balzac	Q9711		89391	95824	Domaine public
Isidora	George Sand	http://www.gutenberg.org/ebooks/13744	1845_Isidora	https://books.google.fr/books/about/Isidora.html?id=EBVdAAAAMAAJ&redir_esc=y	1845	Sand	Q3816		55457	61666	Domaine public
La Mare au diable	George Sand	https://beq.ebooksgratuits.com/vents-epub/Sand_La_Mare_au_Diable.epub	1845_La_Mare_au_diable	http://classes.bnf.fr/essentiels/grand/ess_2356.htm	1845	Sand	Q3816	http://data.bnf.fr/ark:/12148/cb12101484t#about	31192	34263	Domaine public
Le Péché de Monsieur Antoine	George Sand	https://beq.ebooksgratuits.com/vents-epub/Sand_Le_peche_de_M._Antoine.epub	1845_Le_Peche_de_Monsieur_Antoine	https://fr.wikisource.org/wiki/Le_P%C3%A9ch%C3%A9_de_Monsieur_Antoine/Notice	1845	Sand	Q3816		142117	157003	Domaine public
Teverino	George Sand	https://beq.ebooksgratuits.com/vents-epub/Sand_Teverino.epub	1845_Teverino	https://www.persee.fr/doc/litt_0047-4800_2004_num_134_2_1849	1845	Sand	Q3816		49692	54820	Domaine public
Le Piccinino	George Sand	http://www.gutenberg.org/ebooks/30831	1846_Le_Piccinino	https://books.google.fr/books?id=wBnScSY0Cu4C&lpg=PA92&ots=mE_uciMUBm&dq=%22LE%20PICCININO%22%20%22%C3%A9crit%20en%201846%22&hl=fr&pg=PA92#v=onepage&q=%22LE%20PICCININO%22%20%22%C3%A9crit%20en%201846%22&f=false	1846	Sand	Q3816		158257	175167	Domaine public
Les Comédiens sans le savoir	Honoré de Balzac	http://biolographes.free.fr/titres.php	1846_Les_Comediens_sans_le_savoir	https://ebalzac.com	1846	Balzac	Q9711		20440	22039	Domaine public
Les Parents pauvres (1re partie) - La Cousine Bette	Honoré de Balzac	http://biolographes.free.fr/titres.php	1846_Les_Parents_pauvres_(1re_partie)_-_La_Cousine_Bette	https://ebalzac.com	1846	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb119431329#about	147978	157570	Domaine public
Lucrezia Floriani	George Sand	https://beq.ebooksgratuits.com/vents-epub/Sand_Lucrezia_Floriani.epub	1846_Lucrezia_Floriani	https://www.jstor.org/stable/928878	1846	Sand	Q3816		78582	87019	Domaine public
François le Champi	George Sand	https://beq.ebooksgratuits.com/vents-epub/Sand_Francois_le_champi.epub	1847_Francois_le_Champi	https://books.openedition.org/puc/9795?lang=fr	1847	Sand	Q3816	http://data.bnf.fr/ark:/12148/cb16968372d#about	46897	51873	Domaine public
Le Château des désertes	George Sand	https://beq.ebooksgratuits.com/vents-epub/Sand_Le_chateau_des_Desertes.epub	1847_Le_Chateau_des_desertes	https://www.jstor.org/stable/40526275	1847	Sand	Q3816		49088	54419	Domaine public
Le Député d'Arcis	Honoré de Balzac	http://biolographes.free.fr/titres.php	1847_Le_Depute_d_Arcis	https://ebalzac.com	1847	Balzac	Q9711		35693	38359	Domaine public
Les Parents pauvres (2e partie) - Le Cousin Pons	Honoré de Balzac	http://biolographes.free.fr/titres.php	1847_Les_Parents_pauvres_(2e_partie)_-_Le_Cousin_Pons	https://ebalzac.com	1847	Balzac	Q9711	http://data.bnf.fr/ark:/12148/cb11943131z#about	105765	113287	Domaine public
Splendeurs et misères des courtisanes (4e partie) - La Dernière incarnation de Vautrin	Honoré de Balzac	http://biolographes.free.fr/titres.php	1847_Splendeurs_et_miseres_des_courtisanes_(4e_partie)_-_La_Derniere_incarnation_de_Vautrin	https://ebalzac.com	1847	Balzac	Q9711		49153	52760	Domaine public
L'Envers de l'histoire contemporaine (2e partie) - L'Initié	Honoré de Balzac	http://biolographes.free.fr/titres.php	1848_L_Envers_de_l_histoire_contemporaine_(2e_partie)_-_L_Initie	https://ebalzac.com	1848	Balzac	Q9711		33856	36106	Domaine public
La Petite Fadette	George Sand	https://beq.ebooksgratuits.com/vents-epub/Sand_La_petite_Fadette.epub	1848_La_Petite_Fadette	https://www.furet.com/media/pdf/feuilletage/9/7/8/2/0/7/0/5/9782070558070.pdf	1848	Sand	Q3816	http://data.bnf.fr/ark:/12148/cb119949721#about	55969	61688	Domaine public
Histoire du véritable Gribouille	George Sand	http://www.gutenberg.org/ebooks/32640	1850_Histoire_du_veritable_Gribouille	https://journals.openedition.org/belphegor/2516?lang=en	1850	Sand	Q3816		18649	20307	Domaine public
La fée des Grèves	Paul Féval	https://beq.ebooksgratuits.com/vents-epub/Feval_La_Fee_des_Greves.epub	1850_La_fee_des_Greves	https://fr.wikipedia.org/wiki/La_Fée_des_grèves_(roman), https://fr.wikisource.org/wiki/Auteur:Paul_Féval	1850	Féval	Q472568		74039	80652	Domaine public
La baronne trépassée	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-baronne.epub	1852_La_baronne_trepassee	https://fr.wikipedia.org/wiki/Pierre_Alexis_de_Ponson_du_Terrail#Œuvres	1852	Ponson	Q2595750		62567	68850	Domaine public
La femme immortelle	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-femme.epub	1852_La_femme_immortelle	https://fr.wikipedia.org/wiki/Pierre_Alexis_de_Ponson_du_Terrail#Œuvres	1852	Ponson	Q2595750		89674	98683	Domaine public
La Filleule	George Sand	https://fr.wikisource.org/wiki/La_Filleule	1852_La_Filleule	https://books.openedition.org/puc/9835?lang=fr	1852	Sand	Q3816		96513	107145	Domaine public
Mont-Revêche	George Sand	https://fr.wikisource.org/wiki/Mont-Rev%C3%AAche	1852_Mont-Reveche	https://www.babelio.com/livres/Sand-Mont-reveche/397438	1852	Sand	Q3816		102595	113599	Domaine public
Adriani	George Sand	https://fr.wikisource.org/wiki/Adriani	1853_Adriani	https://www.honorechampion.com/fr/10780-book-08534784-9782745347848.html	1853	Sand	Q3816		56581	62802	Domaine public
Les Maîtres sonneurs	George Sand	https://beq.ebooksgratuits.com/vents-epub/Sand_Les_maitres_sonneurs.epub	1853_Les_Maitres_sonneurs	http://cdn2_3.reseaudescommunes.fr/cities/1514/documents/2d5074ii9c1no19.pdf#page=2	1853	Sand	Q3816		115382	127179	Domaine public
Évenor et Leucippe	George Sand	http://www.gutenberg.org/ebooks/58299	1855_Evenor_et_Leucippe	https://www.persee.fr/doc/roman_0048-8593_1977_num_7_16_5095	1855	Sand	Q3816		59480	65306	Domaine public
La Daniella	George Sand	http://www.gutenberg.org/ebooks/13917, http://www.gutenberg.org/ebooks/14038	1856_La_Daniella	https://www.persee.fr/doc/caief_0571-5865_1976_num_28_1_1122	1856	Sand	Q3816		187490	207863	Domaine public
Nouveaux Contes de fées	Sophie de Ségur	https://fr.wikisource.org/wiki/Nouveaux_Contes_de_f%C3%A9es	1856_Nouveaux_Contes_de_fees	http://cnlj.bnf.fr/sites/default/files/revues_document_joint/PUBLICATION_3271.pdf / https://books.google.fr/books?id=Rt75DwAAQBAJ&lpg=PT2&ots=Ks2Cor2OFj&dq=%22Semaine%20des%20enfants%22%20%221856%22&lr&hl=fr&pg=PT21#v=onepage&q=%22Semaine%20des%20enfants%22%20%221856%22&f=false	1856	Ségur	Q465681		47165	51283	Domaine public
Le Bossu I	Paul Féval	https://beq.ebooksgratuits.com/vents-epub/Feval-bossu-1.epub	1857_Le_Bossu_I	https://fr.wikipedia.org/wiki/Paul_Féval#Œuvres	1857	Féval	Q472568		93755	102987	Domaine public
Le Bossu II	Paul Féval	https://beq.ebooksgratuits.com/vents-epub/Feval-bossu-2.epub	1857_Le_Bossu_II	https://fr.wikipedia.org/wiki/Paul_Féval#Œuvres	1857	Féval	Q472568		111109	122265	Domaine public
Les Beaux Messieurs de Bois-Doré	George Sand	http://www.gutenberg.org/ebooks/25981	1857_Les_Beaux_Messieurs_de_Bois-Dore	http://www.buchetchastel.fr/data/extrait/9782369143215.pdf	1857	Sand	Q3816		165158	181871	Domaine public
Les compagnons du Silence I	Paul Féval	https://beq.ebooksgratuits.com/vents-epub/Feval_Les_Compagnons_du_Silence_I.epub	1857_Les_compagnons_du_Silence_I	https://fr.wikipedia.org/wiki/Paul_Féval#Œuvres, https://fr.wikisource.org/wiki/Auteur:Paul_Féval	1857	Féval	Q472568		108335	119928	Domaine public
Les compagnons du Silence II	Paul Féval	https://beq.ebooksgratuits.com/vents-epub/Feval_Les_Compagnons_du_Silence_II.epub	1857_Les_compagnons_du_Silence_II	https://fr.wikipedia.org/wiki/Paul_Féval#Œuvres, https://fr.wikisource.org/wiki/Auteur:Paul_Féval, https://data.bnf.fr/fr/documents-by-rdt/11902704/te/page4	1857	Féval	Q472568		113600	126421	Domaine public
Les Dames vertes	George Sand	https://beq.ebooksgratuits.com/vents-epub/Sand_La_derniere_Aldini.epub	1857_Les_Dames_vertes	https://journals.openedition.org/belphegor/2516	1857	Sand	Q3816		29188	32670	Domaine public
Les Petites Filles modèles	Sophie de Ségur	https://fr.wikisource.org/wiki/Les_Petites_Filles_mod%C3%A8les	1857_Les_Petites_Filles_modeles	http://expositions.bnf.fr/livres-enfants/cabinet_lecture/textes/131.pdf	1857	Ségur	Q465681		49310	53674	Domaine public
Elle et Lui	George Sand	https://beq.ebooksgratuits.com/vents-epub/Sand_Elle_et_lui.epub	1858_Elle_et_Lui	https://classiques-garnier.com/correspondance-tome-xiv-juillet-1856-juin-1858-chronologie-janvier-juin-1858.html?displaymode=full	1858	Sand	Q3816	http://data.bnf.fr/ark:/12148/cb13167133x#about	63022	70260	Domaine public
Flavie	George Sand	https://fr.wikisource.org/wiki/Flavie	1858_Flavie	https://classiques-garnier.com/correspondance-tome-xv-juillet-1858-juin-1860-chronologie-juillet-decembre-1858.html?displaymode=full	1858	Sand	Q3816		27689	30933	Domaine public
L'héritage mystérieux I	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-Rocambole-01a.epub	1858_L_heritage_mysterieux_I	https://fr.wikipedia.org/wiki/Pierre_Alexis_de_Ponson_du_Terrail#Œuvres	1858	Ponson	Q2595750		83533	92940	Domaine public
L'héritage mystérieux II	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-Rocambole-01b.epub	1858_L_heritage_mysterieux_II	https://fr.wikipedia.org/wiki/Pierre_Alexis_de_Ponson_du_Terrail#Œuvres	1858	Ponson	Q2595750		87328	97096	Domaine public
L’Homme de neige	George Sand	https://fr.wikisource.org/wiki/L%E2%80%99Homme_de_neige	1858_L_Homme_de_neige	https://classiques-garnier.com/correspondance-tome-xiv-juillet-1856-juin-1858-chronologie-janvier-juin-1858.html?displaymode=full	1858	Sand	Q3816		176331	195221	Domaine public
Le chercheur de pistes	Gustave Aimard	https://beq.ebooksgratuits.com/vents-epub/Aimard-chercheur.epub	1858_Le_chercheur_de_pistes	https://fr.wikisource.org/wiki/Auteur:Gustave_Aimard, https://fr.wikipedia.org/wiki/Gustave_Aimard	1858	Aimard	Q472068		102662	112552	Domaine public
Le Club des Valets-de-Coeur I	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-Rocambole-02a.epub	1858_Le_Club_des_Valets-de-Coeur_I	https://fr.wikipedia.org/wiki/Pierre_Alexis_de_Ponson_du_Terrail#Œuvres	1858	Ponson	Q2595750		131761	146949	Domaine public
