Titre	Auteur	URL	Nom fichier	URL source année fin écriture	Année fin écriture	Nom auteur	Id auteur wikidata	URI œuvre data.bnf	Nb tokens	Nb words	Licence
Les Enfants du capitaine Grant	Jules Verne	https://beq.ebooksgratuits.com/vents-epub/Verne_Les_enfants_du_capitaine_Grant.epub	1868_Les_Enfants_du_capitaine_Grant	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1868	Verne	Q33977		181547	198322	Domaine public
Les misères de Londres I	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-Rocambole-Londres-1.epub	1868_Les_miseres_de_Londres_I	https://fr.wikipedia.org/wiki/Les_Exploits_de_Rocambole	1868	Ponson	Q2595750		49346	55249	Domaine public
Les misères de Londres II	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-Rocambole-Londres-2.epub	1868_Les_miseres_de_Londres_II	https://fr.wikipedia.org/wiki/Les_Exploits_de_Rocambole	1868	Ponson	Q2595750		64312	71334	Domaine public
Les misères de Londres III	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-Rocambole-Londres-3.epub	1868_Les_miseres_de_Londres_III	https://fr.wikipedia.org/wiki/Les_Exploits_de_Rocambole	1868	Ponson	Q2595750		55033	61014	Domaine public
Les misères de Londres IV	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-Rocambole-Londres-4.epub	1868_Les_miseres_de_Londres_IV	https://fr.wikipedia.org/wiki/Les_Exploits_de_Rocambole	1868	Ponson	Q2595750		84504	93762	Domaine public
Madeleine Férat.	Émile Zola	http://beq.ebooksgratuits.com/vents-epub/Zola-madeleine.epub	1868_Madeleine_Ferat	https://fr.wikipedia.org/wiki/Émile_Zola	1868	Zola	Q504		95556	104821	Domaine public
Ourson Tête-de-Fer	Gustave Aimard	https://beq.ebooksgratuits.com/vents-epub/Aimard-Ourson.epub	1868_Ourson_Tete-de-Fer	https://fr.wikisource.org/wiki/Auteur:Gustave_Aimard, https://fr.wikipedia.org/wiki/Gustave_Aimard	1868	Aimard	Q472068		62589	68901	Domaine public
4. L'arme invisible	Paul Féval	https://beq.ebooksgratuits.com/vents-epub/Feval_Les_Habits_Noirs_IV.epub	1869_4_L_arme_invisible	https://fr.wikipedia.org/wiki/Paul_Féval#Œuvres, https://fr.wikipedia.org/wiki/Les_Habits_noirs, https://data.bnf.fr/fr/documents-by-rdt/11902704/te/page3	1869	Féval	Q472568		71981	79562	Domaine public
5. Maman Léo	Paul Féval	https://beq.ebooksgratuits.com/vents-epub/Feval_Les_Habits_Noirs_V.epub	1869_5_Maman_Leo	https://gallica.bnf.fr/ark:/12148/bpt6k68746c/f7.item.zoom	1869	Féval	Q472568		87962	96916	Domaine public
Bible d’une grand’mère	Sophie de Ségur	https://fr.wikisource.org/wiki/La_Bible_d%E2%80%99une_grand%E2%80%99m%C3%A8re	1869_Bible_d_une_grand_mere	https://books.google.fr/books?id=BnVYDwAAQBAJ&lpg=PT6&ots=8HoXMjpieC&dq=%22Les%20Actes%20des%20Ap%C3%B4tres%22%201866%20%22s%C3%A9gur%22&lr&hl=fr&pg=PT209#v=onepage&q=actes%20des%20ap%C3%B4tres&f=false	1869	Ségur	Q465681		145064	157897	Domaine public
Jeanne	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-Jeanne.epub	1869_Jeanne	https://catalogue.bnf.fr/search.do?mots0=ALL;-1;0;jeanne&mots1=NRI;0;0;ponson&&pageRech=rav	1869	Ponson	Q2595750		34557	37875	Domaine public
L'orgue de Barbarie	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-Barbarie.epub	1869_L_orgue_de_Barbarie	https://catalogue.bnf.fr/changerPage.do?motRecherche=L%27orgue+de+Barbarie&nbResultParPage=100&afficheRegroup=false&affinageActif=false&pageEnCours=2&nbPage=4&trouveDansFiltre=NoticePUB&triResultParPage=0&critereRecherche=0	1869	Ponson	Q2595750		63694	69968	Domaine public
Le Beau Laurence	George Sand	https://fr.wikisource.org/wiki/Le_Beau_Laurence	1869_Le_Beau_Laurence	https://www.persee.fr/doc/litt_0047-4800_2004_num_134_2_1846	1869	Sand	Q3816		60411	66494	Domaine public
Le forestier	Gustave Aimard	https://beq.ebooksgratuits.com/vents-epub/Aimard-Forestier.epub	1869_Le_forestier	https://fr.wikisource.org/wiki/Auteur:Gustave_Aimard, https://fr.wikipedia.org/wiki/Gustave_Aimard	1869	Aimard	Q472068		70609	77495	Domaine public
Malgrétout	George Sand	https://fr.wikisource.org/wiki/Malgr%C3%A9tout_(%C3%A9d._1876)	1869_Malgretout	https://journals.openedition.org/studifrancesi/527	1869	Sand	Q3816		75497	84129	Domaine public
Pierre qui roule	George Sand	https://fr.wikisource.org/wiki/Pierre_qui_roule	1869_Pierre_qui_roule	https://www.persee.fr/doc/litt_0047-4800_2004_num_134_2_1846	1869	Sand	Q3816		55048	61120	Domaine public
Rocambole en prison	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-prison.epub	1869_Rocambole_en_prison	https://catalogue.bnf.fr/search.do?mots0=ALL;-1;0;Rocambole+en+prison&mots1=ALL;0;0;&&pageRech=rav	1869	Ponson	Q2595750		108875	120199	Domaine public
Autour de la Lune	Jules Verne	https://beq.ebooksgratuits.com/vents-epub/Verne_Autour_de_la_lune.epub	1870_Autour_de_la_Lune	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1870	Verne	Q33977		53332	58380	Domaine public
Césarine Dietrich	George Sand	http://www.gutenberg.org/ebooks/14564	1870_Cesarine_Dietrich	https://www.bibliorare.com/lot/61502/	1870	Sand	Q3816		76530	85311	Domaine public
La corde du pendu	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-corde.epub	1870_La_corde_du_pendu	https://catalogue.bnf.fr/changerPage.do?motRecherche=la+corde+du+pendu&index=&numNotice=&listeAffinages=&nbResultParPage=100&afficheRegroup=false&pageEnCours=1&trouveDansFiltre=NoticePUB&trouverDansActif=false&triResultParPage=0&critereRecherche=0&typeNotice=&pageRech=rsi	1870	Ponson	Q2595750		112318	124811	Domaine public
Le forgeron de la Cour-Dieu I	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-forgeron-1.epub	1870_Le_forgeron_de_la_Cour-Dieu_I	https://fr.wikipedia.org/wiki/Pierre_Alexis_de_Ponson_du_Terrail#Œuvres	1870	Ponson	Q2595750		75800	83771	Domaine public
Le forgeron de la Cour-Dieu II	Pierre Alexis Ponson du Terrail	https://beq.ebooksgratuits.com/auteurs/terrail/Terrail-forgeron-2.epub	1870_Le_forgeron_de_la_Cour-Dieu_II	https://fr.wikipedia.org/wiki/Pierre_Alexis_de_Ponson_du_Terrail#Œuvres	1870	Ponson	Q2595750		77074	85223	Domaine public
Vingt mille lieues sous les mers	Jules Verne	https://beq.ebooksgratuits.com/vents-epub/Verne_Vingt_mille_lieues_sous_les_mers.epub	1870_Vingt_mille_lieues_sous_les_mers	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1870	Verne	Q33977	http://data.bnf.fr/ark:/12148/cb12100647x#about	135139	148225	Domaine public
1. La fortune des Rougon.	Émile Zola	http://beq.ebooksgratuits.com/vents-epub/Zola-01.epub	1871_1_La_fortune_des_Rougon	https://catalogue.bnf.fr/ark:/12148/cb35691939q	1871	Zola	Q504	http://data.bnf.fr/ark:/12148/cb122664984#about	114521	124733	Domaine public
2. La curée.	Émile Zola	http://beq.ebooksgratuits.com/vents-epub/Zola-02.epub	1871_2_La_curee	https://catalogue.bnf.fr/ark:/12148/cb35691939q	1871	Zola	Q504	http://data.bnf.fr/ark:/12148/cb12043503d#about	103456	112930	Domaine public
Après la pluie le beau temps	Sophie de Ségur	https://fr.wikisource.org/wiki/Apr%C3%A8s_la_pluie,_le_beau_temps	1871_Apres_la_pluie_le_beau_temps	https://books.google.fr/books?id=1utXDwAAQBAJ&lpg=PT314&dq=s%C3%A9gur%20pluie%20le%20beau%20temps%201871&hl=fr&pg=PT314#v=onepage&q=s%C3%A9gur%20pluie%20le%20beau%20temps%201871&f=false	1871	Ségur	Q465681		61015	66648	Domaine public
Francia	George Sand	https://beq.ebooksgratuits.com/vents-epub/Sand_Francia.epub	1871_Francia	https://www.honorechampion.com/fr/10831-book-08534726-9782745347268.html	1871	Sand	Q3816		37827	41928	Domaine public
Le dernier vivant I	Paul Féval	https://beq.ebooksgratuits.com/vents-epub/Feval_Le_dernier_vivant_I.epub	1871_Le_dernier_vivant_I	https://fr.wikipedia.org/wiki/Paul_Féval#Œuvres	1871	Féval	Q472568		87976	97375	Domaine public
Le dernier vivant II	Paul Féval	https://beq.ebooksgratuits.com/vents-epub/Feval_Le_dernier_vivant_II.epub	1871_Le_dernier_vivant_II	https://fr.wikipedia.org/wiki/Paul_Féval#Œuvres	1871	Féval	Q472568		82917	91500	Domaine public
Les Forceurs de blocus	Jules Verne	https://wsexport.wmflabs.org/?lang=fr&format=epub&page=Les+Forceurs+de+blocus	1871_Les_Forceurs_de_blocus	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1871	Verne	Q33977		17877	19528	Domaine public
Nanon	George Sand	https://beq.ebooksgratuits.com/vents-epub/Sand_Nanon.epub	1871_Nanon	https://www.amisdegeorgesand.info/nanon/	1871	Sand	Q3816		91635	101099	Domaine public
Une ville flottante	Jules Verne	https://beq.ebooksgratuits.com/vents-epub/Verne_Une_ville_flottante.epub	1871_Une_ville_flottante	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1871	Verne	Q33977		39452	43127	Domaine public
7. Les Compagnons du Trésor	Paul Féval	https://beq.ebooksgratuits.com/vents-epub/Feval_Les_Habits_Noirs_VII.epub	1872_7_Les_Compagnons_du_Tresor	https://fr.wikipedia.org/wiki/Paul_Féval#Œuvres, https://fr.wikipedia.org/wiki/Les_Habits_noirs, https://data.bnf.fr/fr/documents-by-rdt/11902704/te/page3	1872	Féval	Q472568		161063	177217	Domaine public
Aventures de trois Russes et de trois Anglais	Jules Verne	https://beq.ebooksgratuits.com/vents-epub/Verne-Afrique.epub	1872_Aventures_de_trois_Russes_et_de_trois_Anglais	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1872	Verne	Q33977		62936	68405	Domaine public
3. Le ventre de Paris.	Émile Zola	http://beq.ebooksgratuits.com/vents-epub/Zola-03.epub	1873_3_Le_ventre_de_Paris	https://catalogue.bnf.fr/ark:/12148/cb35691939q	1873	Zola	Q504	http://data.bnf.fr/ark:/12148/cb12002786d#about	108575	118271	Domaine public
Le Tour du monde en quatre-vingts jours	Jules Verne	https://beq.ebooksgratuits.com/vents-epub/Verne_Le_tour_du_monde_en_80_jours.epub	1873_Le_Tour_du_monde_en_quatre-vingts_jours	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1873	Verne	Q33977	http://data.bnf.fr/ark:/12148/cb12108954z#about	65212	71735	Domaine public
Ma sœur Jeanne	George Sand	https://fr.wikisource.org/wiki/Ma_s%C5%93ur_Jeanne	1873_Ma_soeur_Jeanne	https://fr.wikisource.org/wiki/Livre:Revue_des_Deux_Mondes_-_1874_-_tome_1.djvu	1873	Sand	Q3816		70225	78282	Domaine public
4. La conquête de Plassans.	Émile Zola	http://beq.ebooksgratuits.com/vents-epub/Zola-04.epub	1874_4_La_conquete_de_Plassans	https://catalogue.bnf.fr/ark:/12148/cb35691939q	1874	Zola	Q504		111509	123713	Domaine public
L’Île mystérieuse	Jules Verne	https://beq.ebooksgratuits.com/vents-epub/Verne-ile.epub	1874_L_Ile_mysterieuse	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1874	Verne	Q33977	http://data.bnf.fr/ark:/12148/cb122435899#about	190479	210219	Domaine public
La Belle-Rivière	Gustave Aimard	https://beq.ebooksgratuits.com/vents-epub/Aimard-riviere.epub	1874_La_Belle-Riviere	https://fr.wikisource.org/wiki/Auteur:Gustave_Aimard, https://fr.wikipedia.org/wiki/Gustave_Aimard	1874	Aimard	Q472068		126038	138946	Domaine public
Nouveaux contes à Ninon.	Émile Zola	http://beq.ebooksgratuits.com/vents-epub/Zola-ninon2.epub	1874_Nouveaux_contes_a_Ninon	https://fr.wikipedia.org/wiki/Émile_Zola	1874	Zola	Q504		50526	54975	Domaine public
Une fantaisie du docteur Ox	Jules Verne	https://wsexport.wmflabs.org/?lang=fr&format=epub&page=Une+fantaisie+du+docteur+Ox	1874_Une_fantaisie_du_docteur_Ox	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1874	Verne	Q33977		18748	20462	Domaine public
5. La faute de l'abbé Mouret.	Émile Zola	http://beq.ebooksgratuits.com/vents-epub/Zola-05.epub	1875_5_La_faute_de_l_abbe_Mouret	https://catalogue.bnf.fr/ark:/12148/cb35691939q	1875	Zola	Q504		112621	124357	Domaine public
8. La Bande Cadet	Paul Féval	https://beq.ebooksgratuits.com/vents-epub/Feval_Les_Habits_Noirs_VIII.epub	1875_8_La_Bande_Cadet	https://fr.wikipedia.org/wiki/Paul_Féval#Œuvres, https://fr.wikipedia.org/wiki/Les_Habits_noirs, https://data.bnf.fr/fr/documents-by-rdt/11902704/te/page3	1875	Féval	Q472568		108833	120360	Domaine public
Flamarande	George Sand	https://fr.wikisource.org/wiki/Flamarande	1875_Flamarande	https://books.openedition.org/ugaeditions/4701?lang=fr	1875	Sand	Q3816		61616	68461	Domaine public
La Tour de Percemont	George Sand	https://fr.wikisource.org/wiki/La_Tour_de_Percemont	1875_La_Tour_de_Percemont	https://doi.org/10.4000/studifrancesi.4421	1875	Sand	Q3816		47646	52928	Domaine public
Le Chancellor	Jules Verne	https://beq.ebooksgratuits.com/vents-epub/Verne_Le_Chancellor.epub	1875_Le_Chancellor	https://fr.wikisource.org/wiki/Auteur:Jules_Verne	1875	Verne	Q33977		50731	55950	Domaine public
Les Deux Frères	George Sand	https://fr.wikisource.org/wiki/Les_Deux_Fr%C3%A8res_(Sand)	1875_Les_Deux_Freres	https://www.babelio.com/livres/Sand-Les-Deux-Freres/728541	1875	Sand	Q3816		55291	61476	Domaine public
